"LOCATION","Country","FAMILY","Family type","HBTOPUPS","Include housing benefits","TYPE","Type of indicator","TIME","Year","Value","Flag Codes","Flags"
"CHL","Chile","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2016","2016",1258452,,
"CHL","Chile","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",16,,
"CHL","Chile","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",22,,
"CHL","Chile","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",16,,
"CHL","Chile","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",15,,
"CHL","Chile","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",14,,
"CHL","Chile","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",14,,
"HRV","Croatia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2013","2013",35984,,
"HRV","Croatia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",35984,,
"HRV","Croatia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2015","2015",35984,,
"HRV","Croatia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2016","2016",35984,,
"HRV","Croatia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2017","2017",35984,,
"HRV","Croatia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2018","2018",35984,,
"HRV","Croatia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2019","2019",35984,,
"HRV","Croatia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",38,,
"HRV","Croatia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",36,,
"HRV","Croatia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",35,,
"HRV","Croatia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",32,,
"HRV","Croatia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",30,,
"HRV","Croatia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",30,,
"HRV","Croatia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",29,,
"CYP","Cyprus","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2005","2005",8237,,
"CYP","Cyprus","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2006","2006",8493,,
"CYP","Cyprus","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2007","2007",9045,,
"CYP","Cyprus","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",15456,,
"CYP","Cyprus","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2017","2017",15456,,
"CYP","Cyprus","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2018","2018",15456,,
"CYP","Cyprus","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2019","2019",15456,,
"CYP","Cyprus","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",42,,
"CYP","Cyprus","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",40,,
"CYP","Cyprus","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",41,,
"CYP","Cyprus","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",49,,
"CYP","Cyprus","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",44,,
"CYP","Cyprus","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",44,,
"CYP","Cyprus","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",44,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2005","2005",40560,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2006","2006",39144,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2007","2007",46416,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2008","2008",51624,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2009","2009",54312,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2010","2010",57660,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2011","2011",4141,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2012","2012",4245,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2013","2013",4615,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",5201,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2015","2015",6512,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2016","2016",8472,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2017","2017",8520,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2018","2018",8676,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2019","2019",9226,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2005","2005",32,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2006","2006",24,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2007","2007",24,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",23,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",26,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2010","2010",29,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2011","2011",31,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2012","2012",29,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2013","2013",28,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2014","2014",29,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2015","2015",33,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2016","2016",40,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2017","2017",36,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2018","2018",36,,
"EST","Estonia","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2019","2019",37,,
"ISR","Israel","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2008","2008",41435,,
"ISR","Israel","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2009","2009",41555,,
"ISR","Israel","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2010","2010",44096,,
"ISR","Israel","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2011","2011",45287,,
"ISR","Israel","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2012","2012",51671,,
"ISR","Israel","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2013","2013",53402,,
"ISR","Israel","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2014","2014",51889,,
"ISR","Israel","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2015","2015",52585,,
"ISR","Israel","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2016","2016",52585,,
"ISR","Israel","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2017","2017",51625,,
"ISR","Israel","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","1","GMI amount, in national currency","2018","2018",51741,,
"ISR","Israel","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2008","2008",35,,
"ISR","Israel","1EARNERC2C","Couple with 2 children - partner is out of work","1","Yes","0","GMI amount, in % of median disposable income","2009","2009",34,,
